raw_id,tracking_id,customer_id,job_id,sample_id,system_name,site,station,sample_date,year,calculation_type,level_,replicate_,depth,fraction,report_note,taxa_id,custom_taxa_id,pollution_tolerance_class,organism,habitat,phylum,division,class_,subclass_,order_,suborder,family,subfamily,tribe,genus,subgenus,species,subspecies,variety,form_,morph,coloniality,coloniality_state,structure_,physiological_state,taxonomic_authority,assay_class,palmer_index,environmental_tolerance_class,area_per_unit_square_um,volume_per_unit_cubic_um,area_to_volume_ratio,biovolume_to_volume_ratio,biovolume_per_unit_cubic_um,biomass_per_animal_ug,average_cells_per_natural_unit,concentration_natural_unit_per_ml_,total_area_square_um_per_ml_,relative_total_area_percent,total_volume_cubic_um_per_ml_,relative_total_volume_percent,total_biovolume_cubic_um_per_ml_,relative_total_biovolume_percent,total_animal_biomass_ug_per_ml_,relative_total_animal_biomass_percent,algal_cell_concentration_cells_per_ml_,algal_biomass_concentration_mg_per_l_,relative_algal_cell_concentration_percent,relative_algal_biomass_concentration_percent,relative_concentration_percent,average_gald_um,taxa_count,uncertain,customer_requested_units,alternate_taxa_name,sample_weight,sample_weight_unit,measurement_notes,tally_notes
38,200038-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/9/2019,2019,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4321,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Synechococcus,.,elongatus,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,Nageli,1,0,".,.,.,.,.,.,.,.,.,.,.,.",6.5465,1.309,5.001,1,1.309,0,1,26360.5028,172569.0313,0.07390293,34505.8981,0.00306464,34505.8981,0.07654212,0,0,26360.5028,0.0345059,0.57563993,0.07654212,0.84175063,2.5,1245,FALSE,NU/ml,,0,.,.,
39,200038-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/9/2019,2019,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2110,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Volvocales,.,Chlamydomonadaceae,.,.,Chlorogonium,.,.,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,Dang.,1,0,"., ., ., ., ., ., ., ., ., ., ., .",3779.8949,11912.9193,0.317,1,11912.9193,0,1,21.1731,80032.0722,0.03427385,252233.3671,0.02240209,252233.3671,0.55951233,0,0,21.1731,0.25223337,0.00046236,0.55951234,0.00067611,90,1,TRUE,NU/ml,,0,.,.,
40,200039-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,4/30/2019,2019,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1332,.,3,Algae,Freshwater,.,Bacillariophyta,Fragilariophyceae,.,Tabellariales,.,Tabellariaceae,.,.,Tabellaria,.,flocculosa,.,.,.,.,Complex-Filament,Free,Vegetative,Live,(Roth) Ktz.,1,0,"P2,N3,H9,S3-S7,F1,L4,C2-C3,D2/D4,.,O1,Y1,*1",2808,5328,0.527,1,5328,0,1,56.4616,158544.1322,0.05544897,300827.3278,0.05036472,300827.3278,0.0678916,0,0,56.4616,0.30082733,0.00099057,0.0678916,0.00106045,74,2,FALSE,NU/ml,,0,.,.,
41,200039-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,4/30/2019,2019,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2080,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Volvocales,.,Chlamydomonadaceae,.,.,Chlamydomonas,.,.,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Ehrenberg,1,4,"., ., ., ., ., ., ., ., ., ., ., .",159.4207,219.6422,0.726,1,219.6422,0,1,282.3079,45005.7275,0.01574023,62006.7343,0.01038121,62006.7343,0.01399386,0,0,282.3079,0.06200673,0.00495283,0.01399386,0.00530223,8,10,FALSE,NU/ml,,0,.,.,
42,200039-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,4/30/2019,2019,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1000538,.,0,Algae,Freshwater,.,Chlorophyta,Prasinophyceae,.,Prasinocladales,.,Pedinomonadaceae,.,.,Monomastix,.,minuta,.,.,.,.,Cell-Motile,Free,Vegetative,Live,.,0,0,"., ., ., ., ., ., ., ., ., ., ., .",35.7056,14.1372,2.526,1,14.1372,0,1,56.4616,2015.9948,0.00070507,798.2087,0.00013364,798.2087,0.00018014,0,0,56.4616,0.00079821,0.00099057,0.00018014,0.00106045,6,2,FALSE,NU/ml,,0,.,.,
43,200039-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,4/30/2019,2019,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2491,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Chlorococcales,.,Chlorococcaceae,.,.,Schroederia,.,judayi,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,G. M. Smith,1,0,"., ., ., ., ., ., ., ., ., ., ., .",54.9779,21.9911,2.5,1,21.9911,0,1,112.9232,6208.2788,0.00217127,2483.3047,0.00041576,2483.3047,0.00056044,0,0,112.9232,0.0024833,0.00198113,0.00056044,0.00212089,36.6667,4,FALSE,NU/ml,Ankyra judayi,0,.,.,
44,200039-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,4/30/2019,2019,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,8491,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Volvocales,.,Chlamydomonadaceae,.,.,Scourfieldia,.,cordiformis,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,Takeda,0,0,"., ., ., ., ., ., ., ., ., ., ., .",78.1214,64.9273,1.203,1,64.9273,0,1,28.2308,2205.4291,0.00077132,1832.9492,0.00030687,1832.9492,0.00041367,0,0,28.2308,0.00183295,0.00049528,0.00041367,0.00053022,5,1,FALSE,NU/ml,,0,.,.,
45,200039-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,4/30/2019,2019,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2590,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Ulotrichles,.,Ulotrichaceae,.,.,Ulothrix,.,.,.,.,.,.,Filament,Attached,Vegetative,Live,Kuetzing,1,0,".,.,.,.,.,.,.,.,.,.,.,.",6440.2649,15707.9633,0.41,1,15707.9633,0,13.3333,28.2308,181813.7838,0.06358726,443448.2569,0.07424241,443448.2569,0.10007871,0,0,376.4096,0.44344826,0.00660376,0.10007871,0.00053022,200,1,FALSE,NU/ml,,0,.,.,
46,200039-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,4/30/2019,2019,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1652,.,0,Algae,Freshwater,.,Chrysophyta,Chrysophyceae,.,.,.,.,.,.,.,.,.,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Cienkowski .,1,0,"., ., ., ., ., ., ., ., ., ., ., .",59.9615,44.6526,1.343,1,44.6526,0,1,3557.0799,213287.8458,0.07459494,158832.8655,0.02659191,158832.8655,0.03584587,0,0,3557.0799,0.15883287,0.06240567,0.03584587,0.06680806,5,126,FALSE,NU/ml,,0,.,.,
47,200039-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,4/30/2019,2019,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1653,.,0,Algae,Freshwater,.,Chrysophyta,Chrysophyceae,.,.,.,.,.,.,.,.,.,.,.,.,.,Cell-Nonmotile,Free,Cyst,.,N/A,1,0,"., ., ., ., ., ., ., ., ., ., ., .",351.35,626.8664,0.56,1,626.8664,0,1,84.6924,29756.6671,0.01040705,53090.8063,0.0088885,53090.8063,0.01198169,0,0,84.6924,0.05309081,0.00148585,0.01198169,0.00159067,10.6667,3,FALSE,NU/ml,,0,.,.,
48,200039-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,4/30/2019,2019,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,3015,.,0,Algae,Freshwater,.,Cryptophyta,Cryptophyceae,.,Cryptomonadales,.,Cryptomonadaceae,.,.,Cryptomonas,.,erosa,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Ehrenberg .,1,0,".,.,.,.,.,.,.,.,.,.,.,.",166.8556,167.5516,0.996,1,167.5516,0,1,56.4616,9420.9317,0.00329486,9460.229,0.00158384,9460.229,0.00213501,0,0,56.4616,0.00946023,0.00099057,0.00213501,0.00106045,10,2,FALSE,NU/ml,,0,.,.,
49,200039-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,4/30/2019,2019,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,3043,.,0,Algae,Freshwater,.,Cryptophyta,Cryptophyceae,.,Cryptomonadales,.,Cryptomonadaceae,.,.,Rhodomonas,.,minuta,.,nannoplanctica,.,.,Cell-Motile,Free,Vegetative,Live,Skuja,1,0,"., ., ., ., ., ., ., ., ., ., ., .",43.9823,33.5103,1.313,1,33.5103,0,1,28.2308,1241.6552,0.00043425,946.0223,0.00015838,946.0223,0.0002135,0,0,28.2308,0.00094602,0.00049528,0.0002135,0.00053022,8,1,FALSE,NU/ml,Rhodomonas lacustris,0,.,.,
50,200039-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,4/30/2019,2019,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4051,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Aphanocapsa,.,elachista,.,.,.,.,Colonial-Nonmotile,Attached,Vegetative,Live,West & West,1,0,"., ., ., ., ., ., ., ., ., ., ., .",2810.5987,13613.5682,0.206,0.003375,45.9458,0,26,56.4616,158690.859,0.05550028,768643.6456,0.12868685,2594.1727,0.00058546,0,0,1468.0012,0.00259417,0.02575472,0.00058546,0.00106045,40,2,FALSE,NU/ml,,0,.,.,
51,200039-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,4/30/2019,2019,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4062,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Aphanothece,.,nidulans,.,.,.,.,Colonial-Nonmotile,Attached,Vegetative,Live,P. Richter,1,0,"., ., ., ., ., ., ., ., ., ., ., .",1002.5154,3063.8008,0.327,0.00322266,9.8736,0,8.8571,254.0771,254716.2406,0.08908404,778441.7294,0.13032725,2508.656,0.00056616,0,0,2250.3866,0.00250866,0.03948095,0.00056616,0.004772,22,9,FALSE,NU/ml,Aphanothece smithii,0,.,.,
52,200039-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,4/30/2019,2019,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4321,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Synechococcus,.,elongatus,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,Nageli,1,0,".,.,.,.,.,.,.,.,.,.,.,.",6.9388,1.3963,4.97,1,1.3963,0,1,47851.1938,332029.8632,0.11612358,66814.6218,0.01118615,66814.6218,0.01507892,0,0,47851.1938,0.06681462,0.83950489,0.01507892,0.89872746,2.6667,1695,FALSE,NU/ml,,0,.,.,
53,200039-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,4/30/2019,2019,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2110,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Volvocales,.,Chlamydomonadaceae,.,.,Chlorogonium,.,.,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,Dang.,1,0,"., ., ., ., ., ., ., ., ., ., ., .",1980.1461,4513.0474,0.439,1,4513.0474,0,1,734.0006,1453428.45,0.5083197,3312579.554,0.55459434,3312579.554,0.74759271,0,0,734.0006,3.31257955,0.01287736,0.7475927,0.01378579,79.1429,26,TRUE,NU/ml,,0,.,.,
54,200039-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,4/30/2019,2019,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,7130,.,0,Monera,Freshwater,.,Miscellaneous,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,N/A,1,0,"., ., ., ., ., ., ., ., ., ., ., .",193.3059,226.1947,0.855,1,226.1947,0,1,56.4616,10914.3576,0.00381717,12771.3114,0.00213818,12771.3114,0.00288227,0,0,56.4616,0.01277131,0.00099057,0.00288227,0.00106045,12,2,TRUE,NU/ml,,0,.,Photosynthetic bacteria,
55,200040-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/7/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2683,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Chlorococcales,.,Chlorococcaceae,.,.,.,.,.,.,.,.,2-9.9 um spherical,Cell-Nonmotile,Free,Vegetative,Live,N/A,1,0,"., ., ., ., ., ., ., ., ., ., ., .",78.5398,65.4498,1.2,1,65.4498,0,1,127.0386,9977.5837,0.00049972,8314.6488,0.00002946,8314.6488,0.00674148,0,0,127.0386,0.00831465,0.00081302,0.00674148,0.00168774,5,4,FALSE,NU/ml,,0,.,.,
56,200040-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/7/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2080,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Volvocales,.,Chlamydomonadaceae,.,.,Chlamydomonas,.,.,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Ehrenberg,1,4,"., ., ., ., ., ., ., ., ., ., ., .",143.1781,161.5011,0.887,1,161.5011,0,1,666.9525,95492.9888,0.00478272,107713.5591,0.00038158,107713.5591,0.08733365,0,0,666.9525,0.10771356,0.00426835,0.08733365,0.00886061,8.1111,21,FALSE,NU/ml,,0,.,.,
57,200040-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/7/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2110,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Volvocales,.,Chlamydomonadaceae,.,.,Chlorogonium,.,.,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,Dang.,1,0,"., ., ., ., ., ., ., ., ., ., ., .",942.4778,2513.2741,0.375,1,2513.2741,0,1,317.5964,299327.574,0.01499169,798206.8535,0.00282772,798206.8535,0.64718238,0,0,317.5964,0.79820685,0.00203255,0.64718238,0.00421934,60,10,TRUE,NU/ml,,0,.,.,
58,200040-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/7/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2363,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Chlorococcales,.,Oocystaceae,.,.,Oocystis,.,parva,.,.,.,.,Colonial-Nonmotile,Attached,Vegetative,Live,West & West,1,0,"., ., ., ., ., ., ., ., ., ., ., .",165.7931,188.4956,0.88,1,188.4956,0,1,31.7596,5265.5295,0.00026372,5986.5528,0.00002121,5986.5528,0.00485387,0,0,31.7596,0.00598655,0.00020325,0.00485387,0.00042193,10,1,FALSE,NU/ml,,0,.,.,
59,200040-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/7/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2491,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Chlorococcales,.,Chlorococcaceae,.,.,Schroederia,.,judayi,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,G. M. Smith,1,0,"., ., ., ., ., ., ., ., ., ., ., .",23.5619,9.4248,2.5,1,9.4248,0,1,127.0386,2993.27,0.00014992,1197.3131,0.00000424,1197.3131,0.00097078,0,0,127.0386,0.00119731,0.00081302,0.00097077,0.00168774,40,4,FALSE,NU/ml,Ankyra judayi,0,.,.,
60,200040-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/7/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1652,.,0,Algae,Freshwater,.,Chrysophyta,Chrysophyceae,.,.,.,.,.,.,.,.,.,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Cienkowski .,1,0,"., ., ., ., ., ., ., ., ., ., ., .",37.494,22.0962,1.697,1,22.0962,0,1,1079.8278,40487.0644,0.00202778,23860.0916,0.00008453,23860.0916,0.01934565,0,0,1079.8278,0.02386009,0.00691067,0.01934565,0.01434575,3.5,34,FALSE,NU/ml,,0,.,.,
61,200040-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/7/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,3015,.,0,Algae,Freshwater,.,Cryptophyta,Cryptophyceae,.,Cryptomonadales,.,Cryptomonadaceae,.,.,Cryptomonas,.,erosa,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Ehrenberg .,1,0,".,.,.,.,.,.,.,.,.,.,.,.",1533.6368,4423.3625,0.347,1,4423.3625,0,1,1.2781,1960.2173,0.00009818,5653.7192,0.00002003,5653.7192,0.00458401,0,0,1.2781,0.00565372,0.00000818,0.00458401,0.00001698,36,2,FALSE,NU/ml,,0,.,.,
62,200040-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/7/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4051,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Aphanocapsa,.,elachista,.,.,.,.,Colonial-Nonmotile,Attached,Vegetative,Live,West & West,1,0,"., ., ., ., ., ., ., ., ., ., ., .",10085.8301,149875.4022,0.067,0.00050438,75.5946,0,42.7778,1873.8189,18899018.77,0.94654876,280839356.9,0.99489753,141650.588,0.11484963,0,0,80157.8489,0.14165059,0.51299307,0.11484964,0.02489409,54.6667,59,FALSE,NU/ml,,0,.,.,
63,200040-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/7/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4062,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Aphanothece,.,nidulans,.,.,.,.,Colonial-Nonmotile,Attached,Vegetative,Live,P. Richter,1,0,"., ., ., ., ., ., ., ., ., ., ., .",1024.3105,3455.7519,0.296,0.00545455,18.8496,0,14,95.2789,97595.2039,0.00488801,329260.3282,0.00116643,1795.9696,0.00145616,0,0,1333.905,0.00179597,0.00853671,0.00145616,0.0012658,21,3,FALSE,NU/ml,Aphanothece smithii,0,.,.,
64,200040-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/7/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1000080,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Synechococcaceae,.,.,Cyanodictyon,.,planctonicum,.,.,.,.,Colonial-Nonmotile,Attached,Vegetative,Live,.,0,0,.,235.3055,335.1032,0.702,0.00625,2.0944,0,16,63.5193,14946.4368,0.00074859,21285.5152,0.00007541,133.0348,0.00010786,0,0,1016.3085,0.00013303,0.00650416,0.00010786,0.00084387,10,2,FALSE,NU/ml,,0,.,.,
65,200040-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/7/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4460,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Nostocales,.,Nostocaceae,.,.,Pseudanabaena,.,.,.,.,.,.,Filament,Attached,Vegetative,Live,Lauterborn,1,0,".,.,.,.,.,.,.,.,.,.,.,.",29.8451,7.0686,4.222,1,7.0686,0,3,254.0771,7582.9575,0.00037979,1795.9696,0.00000636,1795.9696,0.00145616,0,0,762.2314,0.00179597,0.00487812,0.00145616,0.00337547,9,8,FALSE,NU/ml,,0,.,.,
66,200040-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/7/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4321,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Synechococcus,.,elongatus,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,Nageli,1,0,".,.,.,.,.,.,.,.,.,.,.,.",6.5465,1.309,5.001,1,1.309,0,1,70506.405,461570.1801,0.02311753,92292.8841,0.00032696,92292.8841,0.07483064,0,0,70506.405,0.09229288,0.45122589,0.07483064,0.93669296,2.5,2220,TRUE,NU/ml,,0,.,.,
67,200040-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/7/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4285,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Synechocystis,.,.,.,.,.,>1 um spherical,Cell-Nonmotile,Free,Vegetative,Live,N/A,1,0,".,.,.,.,.,.,.,.,.,.,.,.",7.0686,1.7671,4,1,1.7671,0,1,31.7596,224.4962,0.00001124,56.1225,0.0000002,56.1225,0.0000455,0,0,31.7596,0.00005612,0.00020325,0.0000455,0.00042193,1.5,1,FALSE,NU/ml,,0,.,.,
68,200040-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/7/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,7130,.,0,Monera,Freshwater,.,Miscellaneous,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,N/A,1,0,"., ., ., ., ., ., ., ., ., ., ., .",270.6915,402.1239,0.673,1,402.1239,0,1,63.5193,17194.1302,0.00086116,25542.6221,0.00009049,25542.6221,0.02070984,0,0,63.5193,0.02554262,0.00040651,0.02070984,0.00084387,12,2,TRUE,NU/ml,,0,.,Photosynthetic bacteria?,
69,200040-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/7/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,6033,.,0,Algae,Freshwater,.,Pyrrhophyta,Dinophyceae,.,Gymnodinales,.,Gymnodiniaceae,.,.,Gymnodinium,.,sp. 2,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Stein,1,0,"., ., ., ., ., ., ., ., ., ., ., .",396.8133,603.1858,0.658,1,603.1858,0,1,31.7596,12602.6483,0.0006312,19156.965,0.00006787,19156.965,0.01553238,0,0,31.7596,0.01915697,0.00020325,0.01553238,0.00042193,16,1,FALSE,NU/ml,,0,.,.,
70,200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2683,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Chlorococcales,.,Chlorococcaceae,.,.,.,.,.,.,.,.,2-9.9 um spherical,Cell-Nonmotile,Free,Vegetative,Live,N/A,1,0,"., ., ., ., ., ., ., ., ., ., ., .",87.9646,89.0118,0.988,1,89.0118,0,1,148.2117,13037.3796,0.00208646,13192.5868,0.00043947,13192.5868,0.01127734,0,0,148.2117,0.01319259,0.00176499,0.01127734,0.00723866,5,7,FALSE,NU/ml,,0,.,.,
71,200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2080,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Volvocales,.,Chlamydomonadaceae,.,.,Chlamydomonas,.,.,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Ehrenberg,1,4,"., ., ., ., ., ., ., ., ., ., ., .",120.1225,129.0147,0.931,1,129.0147,0,1,931.6162,111908.0624,0.01790943,120192.1796,0.00400379,120192.1796,0.10274318,0,0,931.6162,0.12019218,0.01109421,0.10274318,0.04550013,7.5,44,FALSE,NU/ml,,0,.,.,
72,200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2110,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Volvocales,.,Chlamydomonadaceae,.,.,Chlorogonium,.,.,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,Dang.,1,0,"., ., ., ., ., ., ., ., ., ., ., .",1298.1061,3815.4852,0.34,1,3815.4852,0,1,190.5579,247364.3091,0.03958744,727070.6611,0.02421987,727070.6611,0.62151757,0,0,190.5579,0.72707066,0.00226927,0.62151757,0.00930685,75.6,9,FALSE,NU/ml,,0,.,.,
73,200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2363,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Chlorococcales,.,Oocystaceae,.,.,Oocystis,.,parva,.,.,.,.,Colonial-Nonmotile,Attached,Vegetative,Live,West & West,1,0,"., ., ., ., ., ., ., ., ., ., ., .",270.6915,402.1239,0.673,1,402.1239,0,1,21.1731,5731.3767,0.00091723,8514.2074,0.00028362,8514.2074,0.00727815,0,0,21.1731,0.00851421,0.00025214,0.00727815,0.00103409,12,1,FALSE,NU/ml,,0,.,.,
74,200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2491,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Chlorococcales,.,Chlorococcaceae,.,.,Schroederia,.,judayi,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,G. M. Smith,1,0,"., ., ., ., ., ., ., ., ., ., ., .",59.6903,23.8761,2.5,1,23.8761,0,1,105.8655,6319.1418,0.0010113,2527.6546,0.0000842,2527.6546,0.0021607,0,0,105.8655,0.00252765,0.00126071,0.0021607,0.00517047,31.3333,5,FALSE,NU/ml,Ankyra judayi,0,.,.,
75,200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,8491,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Volvocales,.,Chlamydomonadaceae,.,.,Scourfieldia,.,cordiformis,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,Takeda,0,0,"., ., ., ., ., ., ., ., ., ., ., .",114.067,114.6681,0.995,1,114.6681,0,1,63.5193,7245.4541,0.00115954,7283.6356,0.00024263,7283.6356,0.00622623,0,0,63.5193,0.00728364,0.00075642,0.00622623,0.00310228,7,3,FALSE,NU/ml,,0,.,.,
76,200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1652,.,0,Algae,Freshwater,.,Chrysophyta,Chrysophyceae,.,.,.,.,.,.,.,.,.,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Cienkowski .,1,0,"., ., ., ., ., ., ., ., ., ., ., .",37.494,22.0962,1.697,1,22.0962,0,1,1651.5014,61921.3926,0.00990971,36491.9047,0.0012156,36491.9047,0.03119416,0,0,1651.5014,0.0364919,0.01966701,0.03119416,0.08065932,3.5,78,FALSE,NU/ml,,0,.,.,
